Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Test 30%;
Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Test 30%;
Date;Q-4;Q-3;Q-2;Q-1
13/10/76;0.466;0.466;0.466;0.532
14/10/76;0.466;0.466;0.532;0.532
15/10/76;0.466;0.532;0.532;0.466
16/10/76;0.532;0.532;0.466;0.532
17/10/76;0.532;0.466;0.532;0.466
18/10/76;0.466;0.532;0.466;0.466
19/10/76;0.532;0.466;0.466;0.466
20/10/76;0.466;0.466;0.466;0.466
21/10/76;0.466;0.466;0.466;0.761
22/10/76;0.466;0.466;0.761;0.946
23/10/76;0.466;0.761;0.946;0.664
24/10/76;0.761;0.946;0.664;0.598
25/10/76;0.946;0.664;0.598;0.598
26/10/76;0.664;0.598;0.598;0.598
27/10/76;0.598;0.598;0.598;0.598
28/10/76;0.598;0.598;0.598;0.664
29/10/76;0.598;0.598;0.664;0.598
30/10/76;0.598;0.664;0.598;0.598
31/10/76;0.664;0.598;0.598;0.598
01/11/76;0.598;0.598;0.598;0.664
02/11/76;0.598;0.598;0.664;0.598
03/11/76;0.598;0.664;0.598;0.598
04/11/76;0.664;0.598;0.598;0.598
05/11/76;0.598;0.598;0.598;0.598
06/11/76;0.598;0.598;0.598;0.598
07/11/76;0.598;0.598;0.598;0.598
08/11/76;0.598;0.598;0.598;0.598
09/11/76;0.598;0.598;0.598;0.598
10/11/76;0.598;0.598;0.598;0.664
11/11/76;0.598;0.598;0.664;0.598
12/11/76;0.598;0.664;0.598;0.598
13/11/76;0.664;0.598;0.598;0.598
14/11/76;0.598;0.598;0.598;0.598
15/11/76;0.598;0.598;0.598;0.598
16/11/76;0.598;0.598;0.598;0.598
17/11/76;0.598;0.598;0.598;0.598
18/11/76;0.598;0.598;0.598;0.598
19/11/76;0.598;0.598;0.598;0.598
20/11/76;0.598;0.598;0.598;0.598
21/11/76;0.598;0.598;0.598;0.598
22/11/76;0.598;0.598;0.598;0.598
23/11/76;0.598;0.598;0.598;0.598
24/11/76;0.598;0.598;0.598;0.598
25/11/76;0.598;0.598;0.598;0.598
26/11/76;0.598;0.598;0.598;0.598
27/11/76;0.598;0.598;0.598;0.598
28/11/76;0.598;0.598;0.598;0.598
29/11/76;0.598;0.598;0.598;0.598
30/11/76;0.598;0.598;0.598;0.598
01/12/76;0.598;0.598;0.598;0.664
02/12/76;0.598;0.598;0.664;0.664
03/12/76;0.598;0.664;0.664;0.598
04/12/76;0.664;0.664;0.598;0.598
05/12/76;0.664;0.598;0.598;0.598
06/12/76;0.598;0.598;0.598;0.598
07/12/76;0.598;0.598;0.598;0.598
08/12/76;0.598;0.598;0.598;0.598
09/12/76;0.598;0.598;0.598;0.598
10/12/76;0.598;0.598;0.598;0.598
11/12/76;0.598;0.598;0.598;0.598
12/12/76;0.598;0.598;0.598;0.598
13/12/76;0.598;0.598;0.598;0.598
14/12/76;0.598;0.598;0.598;0.598
15/12/76;0.598;0.598;0.598;0.598
16/12/76;0.598;0.598;0.598;0.598
17/12/76;0.598;0.598;0.598;0.598
18/12/76;0.598;0.598;0.598;0.796
19/12/76;0.598;0.598;0.796;1.25
20/12/76;0.598;0.796;1.25;1.22
21/12/76;0.796;1.25;1.22;1.31
22/12/76;1.25;1.22;1.31;1.97
23/12/76;1.22;1.31;1.97;3.96
24/12/76;1.31;1.97;3.96;2.73
25/12/76;1.97;3.96;2.73;1.99
26/12/76;3.96;2.73;1.99;1.63
27/12/76;2.73;1.99;1.63;1.47
28/12/76;1.99;1.63;1.47;1.31
29/12/76;1.63;1.47;1.31;1.22
30/12/76;1.47;1.31;1.22;1.14
31/12/76;1.31;1.22;1.14;1.06
01/01/77;1.22;1.14;1.06;1.06
02/01/77;1.14;1.06;1.06;1.06
03/01/77;1.06;1.06;1.06;1.06
04/01/77;1.06;1.06;1.06;1.06
05/01/77;1.06;1.06;1.06;1.06
06/01/77;1.06;1.06;1.06;0.994
07/01/77;1.06;1.06;0.994;0.994
08/01/77;1.06;0.994;0.994;0.994
09/01/77;0.994;0.994;0.994;2.13
10/01/77;0.994;0.994;2.13;2.43
11/01/77;0.994;2.13;2.43;2.43
12/01/77;2.13;2.43;2.43;2.1
13/01/77;2.43;2.43;2.1;1.8
14/01/77;2.43;2.1;1.8;1.63
15/01/77;2.1;1.8;1.63;1.47
16/01/77;1.8;1.63;1.47;1.39
17/01/77;1.63;1.47;1.39;1.31
18/01/77;1.47;1.39;1.31;1.39
19/01/77;1.39;1.31;1.39;1.72
20/01/77;1.31;1.39;1.72;2.51
21/01/77;1.39;1.72;2.51;14.1
22/01/77;1.72;2.51;14.1;5.89
23/01/77;2.51;14.1;5.89;4.09
24/01/77;14.1;5.89;4.09;3.24
25/01/77;5.89;4.09;3.24;2.87
26/01/77;4.09;3.24;2.87;2.43
27/01/77;3.24;2.87;2.43;2.21
28/01/77;2.87;2.43;2.21;1.99
29/01/77;2.43;2.21;1.99;1.88
30/01/77;2.21;1.99;1.88;1.8
31/01/77;1.99;1.88;1.8;1.63
01/02/77;1.88;1.8;1.63;1.55
02/02/77;1.8;1.63;1.55;1.63
03/02/77;1.63;1.55;1.63;1.47
04/02/77;1.55;1.63;1.47;1.31
05/02/77;1.63;1.47;1.31;1.39
06/02/77;1.47;1.31;1.39;1.31
07/02/77;1.31;1.39;1.31;1.31
08/02/77;1.39;1.31;1.31;1.22
09/02/77;1.31;1.31;1.22;1.31
10/02/77;1.31;1.22;1.31;1.39
11/02/77;1.22;1.31;1.39;1.31
12/02/77;1.31;1.39;1.31;1.47
13/02/77;1.39;1.31;1.47;1.47
14/02/77;1.31;1.47;1.47;1.47
15/02/77;1.47;1.47;1.47;1.47
16/02/77;1.47;1.47;1.47;1.39
17/02/77;1.47;1.47;1.39;1.39
18/02/77;1.47;1.39;1.39;1.31
19/02/77;1.39;1.39;1.31;1.39
20/02/77;1.39;1.31;1.39;1.31
21/02/77;1.31;1.39;1.31;1.22
22/02/77;1.39;1.31;1.22;1.22
23/02/77;1.31;1.22;1.22;1.14
24/02/77;1.22;1.22;1.14;1.14
25/02/77;1.22;1.14;1.14;1.14
26/02/77;1.14;1.14;1.14;1.06
27/02/77;1.14;1.14;1.06;1.06
28/02/77;1.14;1.06;1.06;1.06
01/03/77;1.06;1.06;1.06;1.06
02/03/77;1.06;1.06;1.06;1.14
03/03/77;1.06;1.06;1.14;1.06
04/03/77;1.06;1.14;1.06;0.994
05/03/77;1.14;1.06;0.994;0.928
06/03/77;1.06;0.994;0.928;0.928
07/03/77;0.994;0.928;0.928;0.928
08/03/77;0.928;0.928;0.928;0.928
09/03/77;0.928;0.928;0.928;0.862
10/03/77;0.928;0.928;0.862;0.862
11/03/77;0.928;0.862;0.862;0.862
12/03/77;0.862;0.862;0.862;0.796
13/03/77;0.862;0.862;0.796;0.73
14/03/77;0.862;0.796;0.73;0.73
15/03/77;0.796;0.73;0.73;0.73
16/03/77;0.73;0.73;0.73;0.664
17/03/77;0.73;0.73;0.664;0.664
18/03/77;0.73;0.664;0.664;0.73
19/03/77;0.664;0.664;0.73;0.73
20/03/77;0.664;0.73;0.73;0.73
21/03/77;0.73;0.73;0.73;0.664
22/03/77;0.73;0.73;0.664;0.598
23/03/77;0.73;0.664;0.598;0.598
24/03/77;0.664;0.598;0.598;0.598
25/03/77;0.598;0.598;0.598;0.598
26/03/77;0.598;0.598;0.598;0.73
27/03/77;0.598;0.598;0.73;0.796
28/03/77;0.598;0.73;0.796;0.928
29/03/77;0.73;0.796;0.928;0.862
30/03/77;0.796;0.928;0.862;0.73
31/03/77;0.928;0.862;0.73;0.664
01/04/77;0.862;0.73;0.664;0.664
02/04/77;0.73;0.664;0.664;0.664
03/04/77;0.664;0.664;0.664;0.664
04/04/77;0.664;0.664;0.664;0.664
05/04/77;0.664;0.664;0.664;0.664
06/04/77;0.664;0.664;0.664;0.664
07/04/77;0.664;0.664;0.664;0.73
08/04/77;0.664;0.664;0.73;0.73
09/04/77;0.664;0.73;0.73;0.664
10/04/77;0.73;0.73;0.664;0.664
11/04/77;0.73;0.664;0.664;0.664
12/04/77;0.664;0.664;0.664;0.664
13/04/77;0.664;0.664;0.664;0.664
14/04/77;0.664;0.664;0.664;0.598
15/04/77;0.664;0.664;0.598;0.598
16/04/77;0.664;0.598;0.598;0.598
17/04/77;0.598;0.598;0.598;0.664
18/04/77;0.598;0.598;0.664;0.664
19/04/77;0.598;0.664;0.664;0.598
20/04/77;0.664;0.664;0.598;0.598
21/04/77;0.664;0.598;0.598;0.598
22/04/77;0.598;0.598;0.598;0.598
23/04/77;0.598;0.598;0.598;0.532
24/04/77;0.598;0.598;0.532;0.598
25/04/77;0.598;0.532;0.598;0.598
26/04/77;0.532;0.598;0.598;0.532
27/04/77;0.598;0.598;0.532;0.532
28/04/77;0.598;0.532;0.532;0.532
29/04/77;0.532;0.532;0.532;0.532
30/04/77;0.532;0.532;0.532;0.532
01/05/77;0.532;0.532;0.532;0.532
02/05/77;0.532;0.532;0.532;0.532
03/05/77;0.532;0.532;0.532;0.532
04/05/77;0.532;0.532;0.532;0.532
05/05/77;0.532;0.532;0.532;0.532
06/05/77;0.532;0.532;0.532;0.532
07/05/77;0.532;0.532;0.532;0.532
08/05/77;0.532;0.532;0.532;0.532
09/05/77;0.532;0.532;0.532;0.532
10/05/77;0.532;0.532;0.532;0.466
11/05/77;0.532;0.532;0.466;0.466
12/05/77;0.532;0.466;0.466;0.466
13/05/77;0.466;0.466;0.466;0.466
14/05/77;0.466;0.466;0.466;0.532
15/05/77;0.466;0.466;0.532;1.41
16/05/77;0.466;0.532;1.41;1.1
17/05/77;0.532;1.41;1.1;0.796
18/05/77;1.41;1.1;0.796;0.73
19/05/77;1.1;0.796;0.73;0.664
20/05/77;0.796;0.73;0.664;0.664
21/05/77;0.73;0.664;0.664;0.664
22/05/77;0.664;0.664;0.664;0.664
23/05/77;0.664;0.664;0.664;0.598
24/05/77;0.664;0.664;0.598;0.598
25/05/77;0.664;0.598;0.598;1.23
26/05/77;0.598;0.598;1.23;1.06
27/05/77;0.598;1.23;1.06;2.01
28/05/77;1.23;1.06;2.01;0.862
29/05/77;1.06;2.01;0.862;1.93
30/05/77;2.01;0.862;1.93;0.862
31/05/77;0.862;1.93;0.862;0.862
01/06/77;1.93;0.862;0.862;0.796
02/06/77;0.862;0.862;0.796;0.73
03/06/77;0.862;0.796;0.73;0.73
04/06/77;0.796;0.73;0.73;0.73
05/06/77;0.73;0.73;0.73;0.73
06/06/77;0.73;0.73;0.73;0.73
07/06/77;0.73;0.73;0.73;0.73
08/06/77;0.73;0.73;0.73;0.664
09/06/77;0.73;0.73;0.664;0.664
10/06/77;0.73;0.664;0.664;0.664
11/06/77;0.664;0.664;0.664;0.664
12/06/77;0.664;0.664;0.664;0.664
13/06/77;0.664;0.664;0.664;0.598
14/06/77;0.664;0.664;0.598;0.598
15/06/77;0.664;0.598;0.598;0.532
16/06/77;0.598;0.598;0.532;0.598
17/06/77;0.598;0.532;0.598;0.532
18/06/77;0.532;0.598;0.532;0.598
19/06/77;0.598;0.532;0.598;0.532
20/06/77;0.532;0.598;0.532;0.598
21/06/77;0.598;0.532;0.598;0.532
22/06/77;0.532;0.598;0.532;0.598
23/06/77;0.598;0.532;0.598;0.598
24/06/77;0.532;0.598;0.598;0.532
25/06/77;0.598;0.598;0.532;0.532
26/06/77;0.598;0.532;0.532;0.532
27/06/77;0.532;0.532;0.532;0.466
28/06/77;0.532;0.532;0.466;0.598
29/06/77;0.532;0.466;0.598;0.598
30/06/77;0.466;0.598;0.598;0.598
01/07/77;0.598;0.598;0.598;0.532
02/07/77;0.598;0.598;0.532;0.466
03/07/77;0.598;0.532;0.466;0.466
04/07/77;0.532;0.466;0.466;0.466
05/07/77;0.466;0.466;0.466;0.466
06/07/77;0.466;0.466;0.466;0.466
07/07/77;0.466;0.466;0.466;0.466
08/07/77;0.466;0.466;0.466;0.466
09/07/77;0.466;0.466;0.466;0.466
10/07/77;0.466;0.466;0.466;0.466
11/07/77;0.466;0.466;0.466;0.466
12/07/77;0.466;0.466;0.466;0.466
13/07/77;0.466;0.466;0.466;0.4
14/07/77;0.466;0.466;0.4;0.4
15/07/77;0.466;0.4;0.4;0.466
16/07/77;0.4;0.4;0.466;0.466
17/07/77;0.4;0.466;0.466;0.466
18/07/77;0.466;0.466;0.466;0.466
19/07/77;0.466;0.466;0.466;0.466
20/07/77;0.466;0.466;0.466;0.466
21/07/77;0.466;0.466;0.466;0.466
22/07/77;0.466;0.466;0.466;0.466
23/07/77;0.466;0.466;0.466;0.466
24/07/77;0.466;0.466;0.466;0.466
25/07/77;0.466;0.466;0.466;0.466
26/07/77;0.466;0.466;0.466;0.466
27/07/77;0.466;0.466;0.466;0.466
28/07/77;0.466;0.466;0.466;0.4
29/07/77;0.466;0.466;0.4;0.4
30/07/77;0.466;0.4;0.4;0.4
31/07/77;0.4;0.4;0.4;0.4
01/08/77;0.4;0.4;0.4;0.4
02/08/77;0.4;0.4;0.4;0.4
03/08/77;0.4;0.4;0.4;0.4
04/08/77;0.4;0.4;0.4;0.466
05/08/77;0.4;0.4;0.466;0.466
06/08/77;0.4;0.466;0.466;0.466
07/08/77;0.466;0.466;0.466;0.466
08/08/77;0.466;0.466;0.466;0.466
09/08/77;0.466;0.466;0.466;0.466
10/08/77;0.466;0.466;0.466;0.4
11/08/77;0.466;0.466;0.4;0.4
12/08/77;0.466;0.4;0.4;0.466
13/08/77;0.4;0.4;0.466;0.466
14/08/77;0.4;0.466;0.466;0.466
15/08/77;0.466;0.466;0.466;0.4
16/08/77;0.466;0.466;0.4;0.4
17/08/77;0.466;0.4;0.4;0.4
18/08/77;0.4;0.4;0.4;0.466
19/08/77;0.4;0.4;0.466;0.466
20/08/77;0.4;0.466;0.466;0.466
21/08/77;0.466;0.466;0.466;0.466
22/08/77;0.466;0.466;0.466;0.466
23/08/77;0.466;0.466;0.466;0.532
24/08/77;0.466;0.466;0.532;0.532
25/08/77;0.466;0.532;0.532;0.532
26/08/77;0.532;0.532;0.532;0.4
27/08/77;0.532;0.532;0.4;0.4
28/08/77;0.532;0.4;0.4;0.4
29/08/77;0.4;0.4;0.4;0.4
30/08/77;0.4;0.4;0.4;0.4
31/08/77;0.4;0.4;0.4;0.4
01/09/77;0.4;0.4;0.4;0.4
02/09/77;0.4;0.4;0.4;0.4
03/09/77;0.4;0.4;0.4;0.4
04/09/77;0.4;0.4;0.4;0.4
05/09/77;0.4;0.4;0.4;0.4
06/09/77;0.4;0.4;0.4;0.4
07/09/77;0.4;0.4;0.4;0.4
08/09/77;0.4;0.4;0.4;0.4
09/09/77;0.4;0.4;0.4;0.654
10/09/77;0.4;0.4;0.654;0.967
11/09/77;0.4;0.654;0.967;0.4
12/09/77;0.654;0.967;0.4;0.4
13/09/77;0.967;0.4;0.4;0.4
14/09/77;0.4;0.4;0.4;0.4
15/09/77;0.4;0.4;0.4;0.4
16/09/77;0.4;0.4;0.4;0.4
17/09/77;0.4;0.4;0.4;0.4
18/09/77;0.4;0.4;0.4;0.4
19/09/77;0.4;0.4;0.4;0.4
20/09/77;0.4;0.4;0.4;0.4
21/09/77;0.4;0.4;0.4;0.4
22/09/77;0.4;0.4;0.4;0.4
23/09/77;0.4;0.4;0.4;0.4
24/09/77;0.4;0.4;0.4;0.4
25/09/77;0.4;0.4;0.4;0.4
26/09/77;0.4;0.4;0.4;0.4
27/09/77;0.4;0.4;0.4;0.4
28/09/77;0.4;0.4;0.4;0.466
29/09/77;0.4;0.4;0.466;0.466
30/09/77;0.4;0.466;0.466;0.466
01/10/77;0.466;0.466;0.466;0.466
02/10/77;0.466;0.466;0.466;0.466
03/10/77;0.466;0.466;0.466;0.466
04/10/77;0.466;0.466;0.466;0.466
05/10/77;0.466;0.466;0.466;0.466
06/10/77;0.466;0.466;0.466;0.466
07/10/77;0.466;0.466;0.466;0.466
08/10/77;0.466;0.466;0.466;0.466
09/10/77;0.466;0.466;0.466;0.466
10/10/77;0.466;0.466;0.466;0.466
11/10/77;0.466;0.466;0.466;0.466
12/10/77;0.466;0.466;0.466;0.532
13/10/77;0.466;0.466;0.532;0.598
14/10/77;0.466;0.532;0.598;0.532
15/10/77;0.532;0.598;0.532;0.532
16/10/77;0.598;0.532;0.532;0.532
17/10/77;0.532;0.532;0.532;0.532
18/10/77;0.532;0.532;0.532;1.34
19/10/77;0.532;0.532;1.34;0.664
20/10/77;0.532;1.34;0.664;0.598
21/10/77;1.34;0.664;0.598;0.532
22/10/77;0.664;0.598;0.532;0.532
23/10/77;0.598;0.532;0.532;0.598
24/10/77;0.532;0.532;0.598;0.96
25/10/77;0.532;0.598;0.96;0.598
26/10/77;0.598;0.96;0.598;0.598
27/10/77;0.96;0.598;0.598;0.532
28/10/77;0.598;0.598;0.532;0.532
29/10/77;0.598;0.532;0.532;0.532
30/10/77;0.532;0.532;0.532;0.532
31/10/77;0.532;0.532;0.532;0.532
01/11/77;0.532;0.532;0.532;0.532
02/11/77;0.532;0.532;0.532;0.532
03/11/77;0.532;0.532;0.532;0.532
04/11/77;0.532;0.532;0.532;0.532
05/11/77;0.532;0.532;0.532;0.532
06/11/77;0.532;0.532;0.532;0.532
07/11/77;0.532;0.532;0.532;0.532
08/11/77;0.532;0.532;0.532;0.532
09/11/77;0.532;0.532;0.532;0.532
10/11/77;0.532;0.532;0.532;0.532
11/11/77;0.532;0.532;0.532;0.532
12/11/77;0.532;0.532;0.532;0.532
13/11/77;0.532;0.532;0.532;0.532
14/11/77;0.532;0.532;0.532;0.532
15/11/77;0.532;0.532;0.532;0.532
16/11/77;0.532;0.532;0.532;0.532
17/11/77;0.532;0.532;0.532;0.532
18/11/77;0.532;0.532;0.532;0.532
19/11/77;0.532;0.532;0.532;0.598
20/11/77;0.532;0.532;0.598;0.664
21/11/77;0.532;0.598;0.664;0.876
22/11/77;0.598;0.664;0.876;1.03
23/11/77;0.664;0.876;1.03;0.73
24/11/77;0.876;1.03;0.73;0.664
25/11/77;1.03;0.73;0.664;0.664
26/11/77;0.73;0.664;0.664;0.664
27/11/77;0.664;0.664;0.664;0.664
28/11/77;0.664;0.664;0.664;0.598
29/11/77;0.664;0.664;0.598;0.598
30/11/77;0.664;0.598;0.598;0.598
01/12/77;0.598;0.598;0.598;0.598
02/12/77;0.598;0.598;0.598;0.664
03/12/77;0.598;0.598;0.664;0.664
04/12/77;0.598;0.664;0.664;0.664
05/12/77;0.664;0.664;0.664;0.73
06/12/77;0.664;0.664;0.73;0.73
07/12/77;0.664;0.73;0.73;0.862
08/12/77;0.73;0.73;0.862;1.47
09/12/77;0.73;0.862;1.47;1.22
10/12/77;0.862;1.47;1.22;1.06
11/12/77;1.47;1.22;1.06;0.994
12/12/77;1.22;1.06;0.994;0.994
13/12/77;1.06;0.994;0.994;0.862
14/12/77;0.994;0.994;0.862;0.862
15/12/77;0.994;0.862;0.862;0.862
16/12/77;0.862;0.862;0.862;0.862
17/12/77;0.862;0.862;0.862;0.862
18/12/77;0.862;0.862;0.862;0.862
19/12/77;0.862;0.862;0.862;0.862
20/12/77;0.862;0.862;0.862;0.796
21/12/77;0.862;0.862;0.796;0.796
22/12/77;0.862;0.796;0.796;0.796
23/12/77;0.796;0.796;0.796;0.796
24/12/77;0.796;0.796;0.796;0.73
25/12/77;0.796;0.796;0.73;0.73
26/12/77;0.796;0.73;0.73;0.73
27/12/77;0.73;0.73;0.73;0.73
28/12/77;0.73;0.73;0.73;0.73
29/12/77;0.73;0.73;0.73;0.73
30/12/77;0.73;0.73;0.73;0.73
31/12/77;0.73;0.73;0.73;0.73
01/01/78;0.73;0.73;0.73;0.664
02/01/78;0.73;0.73;0.664;0.664
03/01/78;0.73;0.664;0.664;0.664
04/01/78;0.664;0.664;0.664;0.664
05/01/78;0.664;0.664;0.664;0.664
06/01/78;0.664;0.664;0.664;0.664
07/01/78;0.664;0.664;0.664;0.664
08/01/78;0.664;0.664;0.664;0.664
09/01/78;0.664;0.664;0.664;0.862
10/01/78;0.664;0.664;0.862;0.796
11/01/78;0.664;0.862;0.796;0.73
12/01/78;0.862;0.796;0.73;0.796
13/01/78;0.796;0.73;0.796;0.796
14/01/78;0.73;0.796;0.796;0.796
15/01/78;0.796;0.796;0.796;1.31
16/01/78;0.796;0.796;1.31;1.39
17/01/78;0.796;1.31;1.39;5.72
18/01/78;1.31;1.39;5.72;9.21
19/01/78;1.39;5.72;9.21;6.09
20/01/78;5.72;9.21;6.09;5.44
21/01/78;9.21;6.09;5.44;4.57
22/01/78;6.09;5.44;4.57;3.5
23/01/78;5.44;4.57;3.5;3.11
24/01/78;4.57;3.5;3.11;2.76
25/01/78;3.5;3.11;2.76;2.43
26/01/78;3.11;2.76;2.43;3.03
27/01/78;2.76;2.43;3.03;4.05
28/01/78;2.43;3.03;4.05;3.79
29/01/78;3.03;4.05;3.79;3.63
30/01/78;4.05;3.79;3.63;3.5
31/01/78;3.79;3.63;3.5;3.11
01/02/78;3.63;3.5;3.11;2.76
02/02/78;3.5;3.11;2.76;2.54
03/02/78;3.11;2.76;2.54;2.32
04/02/78;2.76;2.54;2.32;2.1
05/02/78;2.54;2.32;2.1;1.99
06/02/78;2.32;2.1;1.99;1.88
07/02/78;2.1;1.99;1.88;1.88
08/02/78;1.99;1.88;1.88;1.8
09/02/78;1.88;1.88;1.8;1.8
10/02/78;1.88;1.8;1.8;1.72
11/02/78;1.8;1.8;1.72;1.63
12/02/78;1.8;1.72;1.63;1.55
13/02/78;1.72;1.63;1.55;1.55
14/02/78;1.63;1.55;1.55;1.55
15/02/78;1.55;1.55;1.55;1.55
16/02/78;1.55;1.55;1.55;1.47
17/02/78;1.55;1.55;1.47;1.39
18/02/78;1.55;1.47;1.39;1.39
19/02/78;1.47;1.39;1.39;1.31
20/02/78;1.39;1.39;1.31;1.31
21/02/78;1.39;1.31;1.31;1.31
22/02/78;1.31;1.31;1.31;1.31
23/02/78;1.31;1.31;1.31;1.31
24/02/78;1.31;1.31;1.31;1.31
25/02/78;1.31;1.31;1.31;1.31
26/02/78;1.31;1.31;1.31;1.22
27/02/78;1.31;1.31;1.22;1.14
28/02/78;1.31;1.22;1.14;1.22
01/03/78;1.22;1.14;1.22;1.22
02/03/78;1.14;1.22;1.22;1.22
03/03/78;1.22;1.22;1.22;1.22
04/03/78;1.22;1.22;1.22;1.22
05/03/78;1.22;1.22;1.22;1.22
06/03/78;1.22;1.22;1.22;1.22
07/03/78;1.22;1.22;1.22;1.14
08/03/78;1.22;1.22;1.14;1.14
09/03/78;1.22;1.14;1.14;1.14
10/03/78;1.14;1.14;1.14;1.22
11/03/78;1.14;1.14;1.22;1.14
12/03/78;1.14;1.22;1.14;1.14
13/03/78;1.22;1.14;1.14;1.14
14/03/78;1.14;1.14;1.14;1.06
15/03/78;1.14;1.14;1.06;1.14
16/03/78;1.14;1.06;1.14;1.06
17/03/78;1.06;1.14;1.06;0.994
18/03/78;1.14;1.06;0.994;0.994
19/03/78;1.06;0.994;0.994;1.06
20/03/78;0.994;0.994;1.06;0.928
21/03/78;0.994;1.06;0.928;0.862
22/03/78;1.06;0.928;0.862;0.862
23/03/78;0.928;0.862;0.862;0.862
24/03/78;0.862;0.862;0.862;0.796
25/03/78;0.862;0.862;0.796;0.796
26/03/78;0.862;0.796;0.796;0.796
27/03/78;0.796;0.796;0.796;0.796
28/03/78;0.796;0.796;0.796;0.796
29/03/78;0.796;0.796;0.796;0.796
30/03/78;0.796;0.796;0.796;0.862
31/03/78;0.796;0.796;0.862;0.862
01/04/78;0.796;0.862;0.862;0.796
02/04/78;0.862;0.862;0.796;0.796
03/04/78;0.862;0.796;0.796;0.796
04/04/78;0.796;0.796;0.796;0.862
05/04/78;0.796;0.796;0.862;0.862
06/04/78;0.796;0.862;0.862;0.862
07/04/78;0.862;0.862;0.862;0.862
08/04/78;0.862;0.862;0.862;0.862
09/04/78;0.862;0.862;0.862;1.33
10/04/78;0.862;0.862;1.33;2.14
11/04/78;0.862;1.33;2.14;2.65
12/04/78;1.33;2.14;2.65;2.32
13/04/78;2.14;2.65;2.32;1.8
14/04/78;2.65;2.32;1.8;1.55
15/04/78;2.32;1.8;1.55;1.39
16/04/78;1.8;1.55;1.39;1.31
17/04/78;1.55;1.39;1.31;1.14
18/04/78;1.39;1.31;1.14;1.14
19/04/78;1.31;1.14;1.14;1.14
20/04/78;1.14;1.14;1.14;1.06
21/04/78;1.14;1.14;1.06;1.06
22/04/78;1.14;1.06;1.06;1.06
23/04/78;1.06;1.06;1.06;0.994
24/04/78;1.06;1.06;0.994;0.994
25/04/78;1.06;0.994;0.994;0.862
26/04/78;0.994;0.994;0.862;0.862
27/04/78;0.994;0.862;0.862;0.994
28/04/78;0.862;0.862;0.994;0.994
29/04/78;0.862;0.994;0.994;0.994
30/04/78;0.994;0.994;0.994;0.928
01/05/78;0.994;0.994;0.928;0.928
02/05/78;0.994;0.928;0.928;0.928
03/05/78;0.928;0.928;0.928;0.928
04/05/78;0.928;0.928;0.928;0.862
05/05/78;0.928;0.928;0.862;0.862
06/05/78;0.928;0.862;0.862;0.862
07/05/78;0.862;0.862;0.862;0.862
08/05/78;0.862;0.862;0.862;0.796
09/05/78;0.862;0.862;0.796;0.796
10/05/78;0.862;0.796;0.796;0.796
11/05/78;0.796;0.796;0.796;0.73
12/05/78;0.796;0.796;0.73;0.796
13/05/78;0.796;0.73;0.796;0.73
14/05/78;0.73;0.796;0.73;0.73
15/05/78;0.796;0.73;0.73;0.796
16/05/78;0.73;0.73;0.796;0.796
17/05/78;0.73;0.796;0.796;0.664
18/05/78;0.796;0.796;0.664;0.598
19/05/78;0.796;0.664;0.598;0.73
20/05/78;0.664;0.598;0.73;0.73
21/05/78;0.598;0.73;0.73;0.73
22/05/78;0.73;0.73;0.73;0.796
23/05/78;0.73;0.73;0.796;0.796
24/05/78;0.73;0.796;0.796;0.796
25/05/78;0.796;0.796;0.796;0.862
26/05/78;0.796;0.796;0.862;0.796
27/05/78;0.796;0.862;0.796;0.796
28/05/78;0.862;0.796;0.796;0.796
29/05/78;0.796;0.796;0.796;0.796
30/05/78;0.796;0.796;0.796;0.73
31/05/78;0.796;0.796;0.73;0.664
01/06/78;0.796;0.73;0.664;0.664
02/06/78;0.73;0.664;0.664;0.73
03/06/78;0.664;0.664;0.73;0.73
04/06/78;0.664;0.73;0.73;0.73
05/06/78;0.73;0.73;0.73;0.73
06/06/78;0.73;0.73;0.73;0.664
07/06/78;0.73;0.73;0.664;0.664
08/06/78;0.73;0.664;0.664;0.664
09/06/78;0.664;0.664;0.664;0.664
10/06/78;0.664;0.664;0.664;0.664
11/06/78;0.664;0.664;0.664;0.664
12/06/78;0.664;0.664;0.664;0.664
13/06/78;0.664;0.664;0.664;0.664
14/06/78;0.664;0.664;0.664;0.664
15/06/78;0.664;0.664;0.664;0.664
16/06/78;0.664;0.664;0.664;0.664
17/06/78;0.664;0.664;0.664;0.598
18/06/78;0.664;0.664;0.598;0.532
19/06/78;0.664;0.598;0.532;0.532
20/06/78;0.598;0.532;0.532;0.532
21/06/78;0.532;0.532;0.532;0.598
22/06/78;0.532;0.532;0.598;0.532
23/06/78;0.532;0.598;0.532;0.466
24/06/78;0.598;0.532;0.466;0.598
25/06/78;0.532;0.466;0.598;0.598
26/06/78;0.466;0.598;0.598;0.598
27/06/78;0.598;0.598;0.598;0.598
28/06/78;0.598;0.598;0.598;0.598
29/06/78;0.598;0.598;0.598;0.532
30/06/78;0.598;0.598;0.532;0.532
01/07/78;0.598;0.532;0.532;0.532
02/07/78;0.532;0.532;0.532;0.532
03/07/78;0.532;0.532;0.532;0.466
04/07/78;0.532;0.532;0.466;0.466
05/07/78;0.532;0.466;0.466;0.466
