Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Learn 70%;
Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Learn 70%;
Date;Q-4;Q-3;Q-2;Q-1
01/09/72;0.868;0.868;0.868;0.868
02/09/72;0.868;0.868;0.868;0.868
03/09/72;0.868;0.868;0.868;0.868
04/09/72;0.868;0.868;0.868;0.868
05/09/72;0.868;0.868;0.868;0.868
06/09/72;0.868;0.868;0.868;0.868
07/09/72;0.868;0.868;0.868;0.868
08/09/72;0.868;0.868;0.868;0.868
09/09/72;0.868;0.868;0.868;0.868
10/09/72;0.868;0.868;0.868;0.868
11/09/72;0.868;0.868;0.868;0.868
12/09/72;0.868;0.868;0.868;0.868
13/09/72;0.868;0.868;0.868;0.868
14/09/72;0.868;0.868;0.868;0.868
15/09/72;0.868;0.868;0.868;0.868
16/09/72;0.868;0.868;0.868;0.868
17/09/72;0.868;0.868;0.868;0.905
18/09/72;0.868;0.868;0.905;0.905
19/09/72;0.868;0.905;0.905;0.943
20/09/72;0.905;0.905;0.943;0.943
21/09/72;0.905;0.943;0.943;0.98
22/09/72;0.943;0.943;0.98;0.943
23/09/72;0.943;0.98;0.943;0.943
24/09/72;0.98;0.943;0.943;1.22
25/09/72;0.943;0.943;1.22;0.98
26/09/72;0.943;1.22;0.98;0.98
27/09/72;1.22;0.98;0.98;1.06
28/09/72;0.98;0.98;1.06;1.06
29/09/72;0.98;1.06;1.06;1.06
30/09/72;1.06;1.06;1.06;1.06
01/10/72;1.06;1.06;1.06;1.06
02/10/72;1.06;1.06;1.06;0.98
03/10/72;1.06;1.06;0.98;0.98
04/10/72;1.06;0.98;0.98;0.98
05/10/72;0.98;0.98;0.98;0.98
06/10/72;0.98;0.98;0.98;0.98
07/10/72;0.98;0.98;0.98;0.98
08/10/72;0.98;0.98;0.98;0.98
09/10/72;0.98;0.98;0.98;0.98
10/10/72;0.98;0.98;0.98;1.06
11/10/72;0.98;0.98;1.06;1.14
12/10/72;0.98;1.06;1.14;0.98
13/10/72;1.06;1.14;0.98;1.06
14/10/72;1.14;0.98;1.06;1.06
15/10/72;0.98;1.06;1.06;1.06
16/10/72;1.06;1.06;1.06;1.14
17/10/72;1.06;1.06;1.14;1.06
18/10/72;1.06;1.14;1.06;1.06
19/10/72;1.14;1.06;1.06;1.06
20/10/72;1.06;1.06;1.06;1.06
21/10/72;1.06;1.06;1.06;1.06
22/10/72;1.06;1.06;1.06;1.06
23/10/72;1.06;1.06;1.06;1.06
24/10/72;1.06;1.06;1.06;1.06
25/10/72;1.06;1.06;1.06;1.06
26/10/72;1.06;1.06;1.06;1.06
27/10/72;1.06;1.06;1.06;1.06
28/10/72;1.06;1.06;1.06;0.98
29/10/72;1.06;1.06;0.98;0.98
30/10/72;1.06;0.98;0.98;1.06
31/10/72;0.98;0.98;1.06;1.14
01/11/72;0.98;1.06;1.14;1.22
02/11/72;1.06;1.14;1.22;1.14
03/11/72;1.14;1.22;1.14;1.14
04/11/72;1.22;1.14;1.14;1.14
05/11/72;1.14;1.14;1.14;1.14
06/11/72;1.14;1.14;1.14;1.06
07/11/72;1.14;1.14;1.06;1.06
08/11/72;1.14;1.06;1.06;1.06
09/11/72;1.06;1.06;1.06;1.14
10/11/72;1.06;1.06;1.14;1.14
11/11/72;1.06;1.14;1.14;1.14
12/11/72;1.14;1.14;1.14;1.14
13/11/72;1.14;1.14;1.14;1.14
14/11/72;1.14;1.14;1.14;1.06
15/11/72;1.14;1.14;1.06;1.14
16/11/72;1.14;1.06;1.14;1.14
17/11/72;1.06;1.14;1.14;1.14
18/11/72;1.14;1.14;1.14;1.06
19/11/72;1.14;1.14;1.06;1.06
20/11/72;1.14;1.06;1.06;1.06
21/11/72;1.06;1.06;1.06;1.14
22/11/72;1.06;1.06;1.14;1.14
23/11/72;1.06;1.14;1.14;1.14
24/11/72;1.14;1.14;1.14;1.14
25/11/72;1.14;1.14;1.14;1.14
26/11/72;1.14;1.14;1.14;1.22
27/11/72;1.14;1.14;1.22;1.3
28/11/72;1.14;1.22;1.3;1.22
29/11/72;1.22;1.3;1.22;1.22
30/11/72;1.3;1.22;1.22;1.3
01/12/72;1.22;1.22;1.3;1.3
02/12/72;1.22;1.3;1.3;1.22
03/12/72;1.3;1.3;1.22;1.22
04/12/72;1.3;1.22;1.22;1.22
05/12/72;1.22;1.22;1.22;1.14
06/12/72;1.22;1.22;1.14;1.14
07/12/72;1.22;1.14;1.14;1.14
08/12/72;1.14;1.14;1.14;1.14
09/12/72;1.14;1.14;1.14;1.06
10/12/72;1.14;1.14;1.06;1.06
11/12/72;1.14;1.06;1.06;1.06
12/12/72;1.06;1.06;1.06;1.06
13/12/72;1.06;1.06;1.06;1.06
14/12/72;1.06;1.06;1.06;1.06
15/12/72;1.06;1.06;1.06;1.06
16/12/72;1.06;1.06;1.06;0.98
17/12/72;1.06;1.06;0.98;0.98
18/12/72;1.06;0.98;0.98;1.06
19/12/72;0.98;0.98;1.06;1.06
20/12/72;0.98;1.06;1.06;1.06
21/12/72;1.06;1.06;1.06;1.06
22/12/72;1.06;1.06;1.06;1.06
23/12/72;1.06;1.06;1.06;1.06
24/12/72;1.06;1.06;1.06;1.06
25/12/72;1.06;1.06;1.06;1.06
26/12/72;1.06;1.06;1.06;1.06
27/12/72;1.06;1.06;1.06;1.06
28/12/72;1.06;1.06;1.06;1.06
29/12/72;1.06;1.06;1.06;1.06
30/12/72;1.06;1.06;1.06;1.06
31/12/72;1.06;1.06;1.06;1.06
01/01/73;1.06;1.06;1.06;1.06
02/01/73;1.06;1.06;1.06;1.06
03/01/73;1.06;1.06;1.06;1.06
04/01/73;1.06;1.06;1.06;1.06
05/01/73;1.06;1.06;1.06;1.14
06/01/73;1.06;1.06;1.14;1.06
07/01/73;1.06;1.14;1.06;1.06
08/01/73;1.14;1.06;1.06;1.06
09/01/73;1.06;1.06;1.06;1.06
10/01/73;1.06;1.06;1.06;1.06
11/01/73;1.06;1.06;1.06;1.06
12/01/73;1.06;1.06;1.06;1.06
13/01/73;1.06;1.06;1.06;1.06
14/01/73;1.06;1.06;1.06;1.06
15/01/73;1.06;1.06;1.06;1.06
16/01/73;1.06;1.06;1.06;1.14
17/01/73;1.06;1.06;1.14;1.22
18/01/73;1.06;1.14;1.22;1.38
19/01/73;1.14;1.22;1.38;1.3
20/01/73;1.22;1.38;1.3;1.3
21/01/73;1.38;1.3;1.3;1.22
22/01/73;1.3;1.3;1.22;1.22
23/01/73;1.3;1.22;1.22;1.14
24/01/73;1.22;1.22;1.14;1.06
25/01/73;1.22;1.14;1.06;1.06
26/01/73;1.14;1.06;1.06;1.06
27/01/73;1.06;1.06;1.06;1.06
28/01/73;1.06;1.06;1.06;1.06
29/01/73;1.06;1.06;1.06;1.06
30/01/73;1.06;1.06;1.06;1.78
31/01/73;1.06;1.06;1.78;1.54
01/02/73;1.06;1.78;1.54;1.54
02/02/73;1.78;1.54;1.54;1.46
03/02/73;1.54;1.54;1.46;1.46
04/02/73;1.54;1.46;1.46;1.54
05/02/73;1.46;1.46;1.54;1.46
06/02/73;1.46;1.54;1.46;1.38
07/02/73;1.54;1.46;1.38;1.38
08/02/73;1.46;1.38;1.38;1.38
09/02/73;1.38;1.38;1.38;1.38
10/02/73;1.38;1.38;1.38;1.38
11/02/73;1.38;1.38;1.38;1.54
12/02/73;1.38;1.38;1.54;3.63
13/02/73;1.38;1.54;3.63;3.54
14/02/73;1.54;3.63;3.54;3.54
15/02/73;3.63;3.54;3.54;3.21
16/02/73;3.54;3.54;3.21;3.04
17/02/73;3.54;3.21;3.04;3.04
18/02/73;3.21;3.04;3.04;3.04
19/02/73;3.04;3.04;3.04;3.21
20/02/73;3.04;3.04;3.21;4.05
21/02/73;3.04;3.21;4.05;5.42
22/02/73;3.21;4.05;5.42;7.39
23/02/73;4.05;5.42;7.39;9.39
24/02/73;5.42;7.39;9.39;8.63
25/02/73;7.39;9.39;8.63;6.14
26/02/73;9.39;8.63;6.14;5.06
27/02/73;8.63;6.14;5.06;4.22
28/02/73;6.14;5.06;4.22;3.88
01/03/73;5.06;4.22;3.88;3.54
02/03/73;4.22;3.88;3.54;3.21
03/03/73;3.88;3.54;3.21;2.79
04/03/73;3.54;3.21;2.79;2.66
05/03/73;3.21;2.79;2.66;2.66
06/03/73;2.79;2.66;2.66;2.41
07/03/73;2.66;2.66;2.41;2.41
08/03/73;2.66;2.41;2.41;2.41
09/03/73;2.41;2.41;2.41;3.15
10/03/73;2.41;2.41;3.15;4.44
11/03/73;2.41;3.15;4.44;5.47
12/03/73;3.15;4.44;5.47;4.72
13/03/73;4.44;5.47;4.72;4.22
14/03/73;5.47;4.72;4.22;3.71
15/03/73;4.72;4.22;3.71;3.54
16/03/73;4.22;3.71;3.54;3.21
17/03/73;3.71;3.54;3.21;2.91
18/03/73;3.54;3.21;2.91;2.66
19/03/73;3.21;2.91;2.66;2.66
20/03/73;2.91;2.66;2.66;6.27
21/03/73;2.66;2.66;6.27;7.07
22/03/73;2.66;6.27;7.07;5.9
23/03/73;6.27;7.07;5.9;6.58
24/03/73;7.07;5.9;6.58;7.03
25/03/73;5.9;6.58;7.03;56.2
26/03/73;6.58;7.03;56.2;103
27/03/73;7.03;56.2;103;36.5
28/03/73;56.2;103;36.5;17.6
29/03/73;103;36.5;17.6;13
30/03/73;36.5;17.6;13;10.1
31/03/73;17.6;13;10.1;9.36
01/04/73;13;10.1;9.36;8.16
02/04/73;10.1;9.36;8.16;7.3
03/04/73;9.36;8.16;7.3;6.78
04/04/73;8.16;7.3;6.78;6.44
05/04/73;7.3;6.78;6.44;5.92
06/04/73;6.78;6.44;5.92;5.75
07/04/73;6.44;5.92;5.75;5.41
08/04/73;5.92;5.75;5.41;4.72
09/04/73;5.75;5.41;4.72;4.55
10/04/73;5.41;4.72;4.55;4.38
11/04/73;4.72;4.55;4.38;4.22
12/04/73;4.55;4.38;4.22;4.05
13/04/73;4.38;4.22;4.05;3.88
14/04/73;4.22;4.05;3.88;3.88
15/04/73;4.05;3.88;3.88;3.88
16/04/73;3.88;3.88;3.88;3.71
17/04/73;3.88;3.88;3.71;3.54
18/04/73;3.88;3.71;3.54;3.21
19/04/73;3.71;3.54;3.21;3.54
20/04/73;3.54;3.21;3.54;3.38
21/04/73;3.21;3.54;3.38;3.54
22/04/73;3.54;3.38;3.54;3.21
23/04/73;3.38;3.54;3.21;3.21
24/04/73;3.54;3.21;3.21;2.91
25/04/73;3.21;3.21;2.91;2.79
26/04/73;3.21;2.91;2.79;2.66
27/04/73;2.91;2.79;2.66;2.54
28/04/73;2.79;2.66;2.54;2.41
29/04/73;2.66;2.54;2.41;2.28
30/04/73;2.54;2.41;2.28;2.16
01/05/73;2.41;2.28;2.16;2.03
02/05/73;2.28;2.16;2.03;2.03
03/05/73;2.16;2.03;2.03;1.91
04/05/73;2.03;2.03;1.91;1.91
05/05/73;2.03;1.91;1.91;1.91
06/05/73;1.91;1.91;1.91;1.78
07/05/73;1.91;1.91;1.78;1.7
08/05/73;1.91;1.78;1.7;1.7
09/05/73;1.78;1.7;1.7;1.62
10/05/73;1.7;1.7;1.62;1.54
11/05/73;1.7;1.62;1.54;1.54
12/05/73;1.62;1.54;1.54;1.46
13/05/73;1.54;1.54;1.46;1.54
14/05/73;1.54;1.46;1.54;1.46
15/05/73;1.46;1.54;1.46;1.54
16/05/73;1.54;1.46;1.54;1.54
17/05/73;1.46;1.54;1.54;1.54
18/05/73;1.54;1.54;1.54;1.54
19/05/73;1.54;1.54;1.54;1.54
20/05/73;1.54;1.54;1.54;1.54
21/05/73;1.54;1.54;1.54;1.46
22/05/73;1.54;1.54;1.46;1.46
23/05/73;1.54;1.46;1.46;1.38
24/05/73;1.46;1.46;1.38;1.38
25/05/73;1.46;1.38;1.38;1.3
26/05/73;1.38;1.38;1.3;1.3
27/05/73;1.38;1.3;1.3;1.3
28/05/73;1.3;1.3;1.3;1.22
29/05/73;1.3;1.3;1.22;1.22
30/05/73;1.3;1.22;1.22;1.22
31/05/73;1.22;1.22;1.22;1.22
01/06/73;1.22;1.22;1.22;1.22
02/06/73;1.22;1.22;1.22;1.22
03/06/73;1.22;1.22;1.22;1.22
04/06/73;1.22;1.22;1.22;1.22
05/06/73;1.22;1.22;1.22;1.22
06/06/73;1.22;1.22;1.22;1.22
07/06/73;1.22;1.22;1.22;1.14
08/06/73;1.22;1.22;1.14;1.14
09/06/73;1.22;1.14;1.14;1.14
10/06/73;1.14;1.14;1.14;1.14
11/06/73;1.14;1.14;1.14;1.14
12/06/73;1.14;1.14;1.14;1.06
13/06/73;1.14;1.14;1.06;1.06
14/06/73;1.14;1.06;1.06;1.06
15/06/73;1.06;1.06;1.06;1.06
16/06/73;1.06;1.06;1.06;1.06
17/06/73;1.06;1.06;1.06;1.06
18/06/73;1.06;1.06;1.06;1.06
19/06/73;1.06;1.06;1.06;1.06
20/06/73;1.06;1.06;1.06;0.98
21/06/73;1.06;1.06;0.98;0.98
22/06/73;1.06;0.98;0.98;0.943
23/06/73;0.98;0.98;0.943;0.943
24/06/73;0.98;0.943;0.943;0.943
25/06/73;0.943;0.943;0.943;0.943
26/06/73;0.943;0.943;0.943;0.943
27/06/73;0.943;0.943;0.943;0.943
28/06/73;0.943;0.943;0.943;0.943
29/06/73;0.943;0.943;0.943;0.943
30/06/73;0.943;0.943;0.943;0.943
01/07/73;0.943;0.943;0.943;0.943
02/07/73;0.943;0.943;0.943;0.868
03/07/73;0.943;0.943;0.868;0.943
04/07/73;0.943;0.868;0.943;0.905
05/07/73;0.868;0.943;0.905;0.943
06/07/73;0.943;0.905;0.943;0.905
07/07/73;0.905;0.943;0.905;0.905
08/07/73;0.943;0.905;0.905;0.905
09/07/73;0.905;0.905;0.905;0.905
10/07/73;0.905;0.905;0.905;0.905
11/07/73;0.905;0.905;0.905;0.905
12/07/73;0.905;0.905;0.905;0.905
13/07/73;0.905;0.905;0.905;0.905
14/07/73;0.905;0.905;0.905;0.905
15/07/73;0.905;0.905;0.905;0.905
16/07/73;0.905;0.905;0.905;0.905
17/07/73;0.905;0.905;0.905;0.905
18/07/73;0.905;0.905;0.905;0.905
19/07/73;0.905;0.905;0.905;0.905
20/07/73;0.905;0.905;0.905;0.905
21/07/73;0.905;0.905;0.905;0.83
22/07/73;0.905;0.905;0.83;0.83
23/07/73;0.905;0.83;0.83;0.83
24/07/73;0.83;0.83;0.83;0.83
25/07/73;0.83;0.83;0.83;0.793
26/07/73;0.83;0.83;0.793;0.793
27/07/73;0.83;0.793;0.793;0.793
28/07/73;0.793;0.793;0.793;0.793
29/07/73;0.793;0.793;0.793;0.793
30/07/73;0.793;0.793;0.793;0.793
31/07/73;0.793;0.793;0.793;0.793
01/08/73;0.793;0.793;0.793;0.793
02/08/73;0.793;0.793;0.793;0.755
03/08/73;0.793;0.793;0.755;0.755
04/08/73;0.793;0.755;0.755;0.755
05/08/73;0.755;0.755;0.755;0.755
06/08/73;0.755;0.755;0.755;0.755
07/08/73;0.755;0.755;0.755;0.755
08/08/73;0.755;0.755;0.755;0.755
09/08/73;0.755;0.755;0.755;0.755
10/08/73;0.755;0.755;0.755;0.755
11/08/73;0.755;0.755;0.755;0.755
12/08/73;0.755;0.755;0.755;0.755
13/08/73;0.755;0.755;0.755;0.755
14/08/73;0.755;0.755;0.755;0.755
15/08/73;0.755;0.755;0.755;0.755
16/08/73;0.755;0.755;0.755;0.755
17/08/73;0.755;0.755;0.755;0.755
18/08/73;0.755;0.755;0.755;0.755
19/08/73;0.755;0.755;0.755;0.755
20/08/73;0.755;0.755;0.755;0.755
21/08/73;0.755;0.755;0.755;0.755
22/08/73;0.755;0.755;0.755;0.755
23/08/73;0.755;0.755;0.755;0.755
24/08/73;0.755;0.755;0.755;0.755
25/08/73;0.755;0.755;0.755;0.755
26/08/73;0.755;0.755;0.755;0.755
27/08/73;0.755;0.755;0.755;0.755
28/08/73;0.755;0.755;0.755;0.755
29/08/73;0.755;0.755;0.755;0.718
30/08/73;0.755;0.755;0.718;0.718
31/08/73;0.755;0.718;0.718;0.718
01/09/73;0.718;0.718;0.718;0.718
02/09/73;0.718;0.718;0.718;0.718
03/09/73;0.718;0.718;0.718;0.718
04/09/73;0.718;0.718;0.718;0.718
05/09/73;0.718;0.718;0.718;0.718
06/09/73;0.718;0.718;0.718;0.68
07/09/73;0.718;0.718;0.68;0.68
08/09/73;0.718;0.68;0.68;0.68
09/09/73;0.68;0.68;0.68;0.68
10/09/73;0.68;0.68;0.68;0.718
11/09/73;0.68;0.68;0.718;0.68
12/09/73;0.68;0.718;0.68;0.68
13/09/73;0.718;0.68;0.68;0.68
14/09/73;0.68;0.68;0.68;0.68
15/09/73;0.68;0.68;0.68;0.68
16/09/73;0.68;0.68;0.68;0.718
17/09/73;0.68;0.68;0.718;0.718
18/09/73;0.68;0.718;0.718;0.718
19/09/73;0.718;0.718;0.718;0.718
20/09/73;0.718;0.718;0.718;0.755
21/09/73;0.718;0.718;0.755;0.755
22/09/73;0.718;0.755;0.755;0.793
23/09/73;0.755;0.755;0.793;0.718
24/09/73;0.755;0.793;0.718;0.718
25/09/73;0.793;0.718;0.718;0.718
26/09/73;0.718;0.718;0.718;0.755
27/09/73;0.718;0.718;0.755;0.718
28/09/73;0.718;0.755;0.718;0.718
29/09/73;0.755;0.718;0.718;0.755
30/09/73;0.718;0.718;0.755;0.755
01/10/73;0.718;0.755;0.755;0.718
02/10/73;0.755;0.755;0.718;0.718
03/10/73;0.755;0.718;0.718;0.755
04/10/73;0.718;0.718;0.755;0.755
05/10/73;0.718;0.755;0.755;0.755
06/10/73;0.755;0.755;0.755;0.755
07/10/73;0.755;0.755;0.755;0.755
08/10/73;0.755;0.755;0.755;0.755
09/10/73;0.755;0.755;0.755;0.755
10/10/73;0.755;0.755;0.755;0.755
11/10/73;0.755;0.755;0.755;0.755
12/10/73;0.755;0.755;0.755;0.755
13/10/73;0.755;0.755;0.755;0.755
14/10/73;0.755;0.755;0.755;0.755
15/10/73;0.755;0.755;0.755;0.718
16/10/73;0.755;0.755;0.718;0.718
17/10/73;0.755;0.718;0.718;0.718
18/10/73;0.718;0.718;0.718;0.718
19/10/73;0.718;0.718;0.718;0.718
20/10/73;0.718;0.718;0.718;0.718
21/10/73;0.718;0.718;0.718;0.793
22/10/73;0.718;0.718;0.793;0.793
23/10/73;0.718;0.793;0.793;0.755
24/10/73;0.793;0.793;0.755;0.718
25/10/73;0.793;0.755;0.718;0.755
26/10/73;0.755;0.718;0.755;0.755
27/10/73;0.718;0.755;0.755;0.718
28/10/73;0.755;0.755;0.718;0.718
29/10/73;0.755;0.718;0.718;0.755
30/10/73;0.718;0.718;0.755;0.718
31/10/73;0.718;0.755;0.718;0.755
01/11/73;0.755;0.718;0.755;0.718
02/11/73;0.718;0.755;0.718;0.718
03/11/73;0.755;0.718;0.718;0.718
04/11/73;0.718;0.718;0.718;0.718
05/11/73;0.718;0.718;0.718;0.718
06/11/73;0.718;0.718;0.718;0.755
07/11/73;0.718;0.718;0.755;0.755
08/11/73;0.718;0.755;0.755;0.755
09/11/73;0.755;0.755;0.755;0.793
10/11/73;0.755;0.755;0.793;0.793
11/11/73;0.755;0.793;0.793;0.793
12/11/73;0.793;0.793;0.793;0.793
13/11/73;0.793;0.793;0.793;0.793
14/11/73;0.793;0.793;0.793;0.793
15/11/73;0.793;0.793;0.793;0.755
16/11/73;0.793;0.793;0.755;0.755
17/11/73;0.793;0.755;0.755;0.755
18/11/73;0.755;0.755;0.755;0.755
19/11/73;0.755;0.755;0.755;0.718
20/11/73;0.755;0.755;0.718;0.755
21/11/73;0.755;0.718;0.755;0.755
22/11/73;0.718;0.755;0.755;0.755
23/11/73;0.755;0.755;0.755;0.755
24/11/73;0.755;0.755;0.755;0.793
25/11/73;0.755;0.755;0.793;0.793
26/11/73;0.755;0.793;0.793;0.793
27/11/73;0.793;0.793;0.793;0.793
28/11/73;0.793;0.793;0.793;0.793
29/11/73;0.793;0.793;0.793;0.793
30/11/73;0.793;0.793;0.793;0.83
01/12/73;0.793;0.793;0.83;0.793
02/12/73;0.793;0.83;0.793;0.793
03/12/73;0.83;0.793;0.793;0.793
04/12/73;0.793;0.793;0.793;0.755
05/12/73;0.793;0.793;0.755;0.755
06/12/73;0.793;0.755;0.755;0.793
07/12/73;0.755;0.755;0.793;0.755
08/12/73;0.755;0.793;0.755;0.755
09/12/73;0.793;0.755;0.755;0.793
10/12/73;0.755;0.755;0.793;0.793
11/12/73;0.755;0.793;0.793;0.718
12/12/73;0.793;0.793;0.718;0.718
13/12/73;0.793;0.718;0.718;0.718
14/12/73;0.718;0.718;0.718;0.718
15/12/73;0.718;0.718;0.718;0.718
16/12/73;0.718;0.718;0.718;0.718
17/12/73;0.718;0.718;0.718;0.718
18/12/73;0.718;0.718;0.718;0.718
19/12/73;0.718;0.718;0.718;0.755
20/12/73;0.718;0.718;0.755;0.718
21/12/73;0.718;0.755;0.718;0.718
22/12/73;0.755;0.718;0.718;0.718
23/12/73;0.718;0.718;0.718;0.718
24/12/73;0.718;0.718;0.718;0.718
25/12/73;0.718;0.718;0.718;0.718
26/12/73;0.718;0.718;0.718;0.755
27/12/73;0.718;0.718;0.755;4.5
28/12/73;0.718;0.755;4.5;2.73
29/12/73;0.755;4.5;2.73;1.85
30/12/73;4.5;2.73;1.85;1.48
31/12/73;2.73;1.85;1.48;1.39
01/01/74;1.85;1.48;1.39;1.3
02/01/74;1.48;1.39;1.3;1.39
03/01/74;1.39;1.3;1.39;1.16
04/01/74;1.3;1.39;1.16;1.09
05/01/74;1.39;1.16;1.09;1.02
06/01/74;1.16;1.09;1.02;1.02
07/01/74;1.09;1.02;1.02;1.02
08/01/74;1.02;1.02;1.02;1.02
09/01/74;1.02;1.02;1.02;1.02
10/01/74;1.02;1.02;1.02;0.95
11/01/74;1.02;1.02;0.95;0.95
12/01/74;1.02;0.95;0.95;0.95
13/01/74;0.95;0.95;0.95;0.95
14/01/74;0.95;0.95;0.95;0.95
15/01/74;0.95;0.95;0.95;0.95
16/01/74;0.95;0.95;0.95;0.95
17/01/74;0.95;0.95;0.95;0.88
18/01/74;0.95;0.95;0.88;0.88
19/01/74;0.95;0.88;0.88;0.88
20/01/74;0.88;0.88;0.88;0.88
21/01/74;0.88;0.88;0.88;0.88
22/01/74;0.88;0.88;0.88;0.88
23/01/74;0.88;0.88;0.88;0.88
24/01/74;0.88;0.88;0.88;0.88
25/01/74;0.88;0.88;0.88;0.88
26/01/74;0.88;0.88;0.88;0.88
27/01/74;0.88;0.88;0.88;0.88
28/01/74;0.88;0.88;0.88;0.88
29/01/74;0.88;0.88;0.88;0.81
30/01/74;0.88;0.88;0.81;0.81
31/01/74;0.88;0.81;0.81;0.81
01/02/74;0.81;0.81;0.81;0.81
02/02/74;0.81;0.81;0.81;0.81
03/02/74;0.81;0.81;0.81;0.81
04/02/74;0.81;0.81;0.81;0.81
05/02/74;0.81;0.81;0.81;0.88
06/02/74;0.81;0.81;0.88;0.81
07/02/74;0.81;0.88;0.81;0.81
08/02/74;0.88;0.81;0.81;0.81
09/02/74;0.81;0.81;0.81;0.81
10/02/74;0.81;0.81;0.81;0.81
11/02/74;0.81;0.81;0.81;0.81
12/02/74;0.81;0.81;0.81;0.81
13/02/74;0.81;0.81;0.81;1.16
14/02/74;0.81;0.81;1.16;2.17
15/02/74;0.81;1.16;2.17;2.87
16/02/74;1.16;2.17;2.87;3.19
17/02/74;2.17;2.87;3.19;4.5
18/02/74;2.87;3.19;4.5;4.33
19/02/74;3.19;4.5;4.33;6.24
20/02/74;4.5;4.33;6.24;5.76
21/02/74;4.33;6.24;5.76;5.98
22/02/74;6.24;5.76;5.98;7.82
23/02/74;5.76;5.98;7.82;7.36
24/02/74;5.98;7.82;7.36;7.4
25/02/74;7.82;7.36;7.4;8.26
26/02/74;7.36;7.4;8.26;8.95
27/02/74;7.4;8.26;8.95;8.67
28/02/74;8.26;8.95;8.67;7.54
01/03/74;8.95;8.67;7.54;6.54
02/03/74;8.67;7.54;6.54;5.3
03/03/74;7.54;6.54;5.3;4.45
04/03/74;6.54;5.3;4.45;3.99
05/03/74;5.3;4.45;3.99;3.78
06/03/74;4.45;3.99;3.78;3.57
07/03/74;3.99;3.78;3.57;4.09
08/03/74;3.78;3.57;4.09;4.26
09/03/74;3.57;4.09;4.26;5.71
10/03/74;4.09;4.26;5.71;6.86
11/03/74;4.26;5.71;6.86;9
12/03/74;5.71;6.86;9;8.84
13/03/74;6.86;9;8.84;6.54
14/03/74;9;8.84;6.54;5.45
15/03/74;8.84;6.54;5.45;4.74
16/03/74;6.54;5.45;4.74;4.31
17/03/74;5.45;4.74;4.31;5.61
18/03/74;4.74;4.31;5.61;6.67
19/03/74;4.31;5.61;6.67;11.7
20/03/74;5.61;6.67;11.7;11.7
21/03/74;6.67;11.7;11.7;11.4
22/03/74;11.7;11.7;11.4;9.93
23/03/74;11.7;11.4;9.93;9.33
24/03/74;11.4;9.93;9.33;7.29
25/03/74;9.93;9.33;7.29;6.44
26/03/74;9.33;7.29;6.44;51.6
27/03/74;7.29;6.44;51.6;53.1
28/03/74;6.44;51.6;53.1;33.5
29/03/74;51.6;53.1;33.5;19.7
30/03/74;53.1;33.5;19.7;15
31/03/74;33.5;19.7;15;14.9
01/04/74;19.7;15;14.9;12.2
02/04/74;15;14.9;12.2;11
03/04/74;14.9;12.2;11;10
04/04/74;12.2;11;10;9
05/04/74;11;10;9;8.4
06/04/74;10;9;8.4;7.63
07/04/74;9;8.4;7.63;7.29
08/04/74;8.4;7.63;7.29;6.95
09/04/74;7.63;7.29;6.95;6.95
10/04/74;7.29;6.95;6.95;7.31
11/04/74;6.95;6.95;7.31;6.27
12/04/74;6.95;7.31;6.27;6.1
13/04/74;7.31;6.27;6.1;5.94
14/04/74;6.27;6.1;5.94;5.62
15/04/74;6.1;5.94;5.62;5.62
16/04/74;5.94;5.62;5.62;5.62
17/04/74;5.62;5.62;5.62;5.46
18/04/74;5.62;5.62;5.46;4.98
19/04/74;5.62;5.46;4.98;5.3
20/04/74;5.46;4.98;5.3;4.66
21/04/74;4.98;5.3;4.66;4.5
22/04/74;5.3;4.66;4.5;4.36
23/04/74;4.66;4.5;4.36;4.36
24/04/74;4.5;4.36;4.36;4.66
25/04/74;4.36;4.36;4.66;4.36
26/04/74;4.36;4.66;4.36;4.76
27/04/74;4.66;4.36;4.76;4.5
28/04/74;4.36;4.76;4.5;4.5
29/04/74;4.76;4.5;4.5;4.5
30/04/74;4.5;4.5;4.5;4.36
01/05/74;4.5;4.5;4.36;4.21
02/05/74;4.5;4.36;4.21;4.07
03/05/74;4.36;4.21;4.07;3.78
04/05/74;4.21;4.07;3.78;3.64
05/05/74;4.07;3.78;3.64;3.49
06/05/74;3.78;3.64;3.49;3.2
07/05/74;3.64;3.49;3.2;3.06
08/05/74;3.49;3.2;3.06;3.06
09/05/74;3.2;3.06;3.06;2.94
10/05/74;3.06;3.06;2.94;2.82
11/05/74;3.06;2.94;2.82;2.7
12/05/74;2.94;2.82;2.7;2.58
13/05/74;2.82;2.7;2.58;2.46
14/05/74;2.7;2.58;2.46;2.46
15/05/74;2.58;2.46;2.46;2.46
16/05/74;2.46;2.46;2.46;2.46
17/05/74;2.46;2.46;2.46;2.46
18/05/74;2.46;2.46;2.46;2.46
19/05/74;2.46;2.46;2.46;2.46
20/05/74;2.46;2.46;2.46;2.33
21/05/74;2.46;2.46;2.33;2.46
22/05/74;2.46;2.33;2.46;2.33
23/05/74;2.33;2.46;2.33;2.33
24/05/74;2.46;2.33;2.33;2.21
25/05/74;2.33;2.33;2.21;2.21
26/05/74;2.33;2.21;2.21;2.21
