Sekkak-Learn;
Sekkak-Learn;
N;Q
1966;0.29
1967;0.29
1968;0.45
1969;0.45
1970;0.4625
1971;0.45
1972;0.4
1973;0.8214285714
1974;0.45
1975;0.4
1976;0.4
1977;0.8166666667
1978;0.74
1979;1.1520460358
1980;0.9055555556
1981;0.9053571429
1982;0.575
1983;0.517003367
1984;0.4580357143
1985;0.4580357143
1986;1.3170124481
1987;0.9049627792
1988;0.6572916667
1989;0.6
1990;0.6
1991;0.4800083822
1992;17.3120158103
1993;19.3879821958
1994;15.4919254658
1995;11.7799382716
1996;7.2239875389
1997;5.7960294118
1998;4.2
1999;3.6
2000;2.8439873418
2001;2.0340707965
2002;1.032
2003;1.0318181818
2004;0.9602272727
2005;0.8880208333
2006;1.1759656652
2007;1.0322580645
2008;0.888
2009;0.75
2010;0.6
2011;0.54
2012;0.5384615385
2013;0.4791666667
2014;0.4203539823
2015;1.319047619
2016;0.7447368421
2017;0.55
2018;0.55
2019;0.4833333333
2020;1.1772727273
2021;0.82
2022;0.6
2023;0.6
2024;27.4
2025;24.3
2026;27.1599378882
2027;18.748125
2028;17.491958042
2029;17.4560897436
2030;15.8139303483
2031;13.1
2032;10.9
2033;8.76
2034;6.3178977273
2035;4.05
2036;2.2379310345
2037;1.3200757576
2038;0.9600961538
2039;11.34002849
2040;9.4020100503
2041;7.2238916256
2042;4.65
2043;4.8
2044;4.05
2045;2.9700819672
2046;2.339893617
2047;0.75
2048;0.6
2049;0.4833333333
2050;0.4181818182
2051;0.75
2052;0.54
2053;0.4833333333
2054;0.5416666667
2055;0.4777777778
2056;0.475
2057;1.3214285714
2058;0.6
2059;0.6
2060;0.54
2061;0.55
2062;0.54
2063;0.54
2064;0.6
2065;0.6
2066;0.6
2067;0.6
2068;0.6
2069;0.6
2070;0.6
2071;0.75
2072;0.68
2073;0.68
2074;0.6
2075;0.68
2076;0.75
2077;0.71
2078;0.71
2079;0.71
2080;0.71
2081;0.71
2082;0.62
2083;0.53
2084;0.75
2085;0.62
2086;0.53
2087;0.71
2088;0.8
2089;0.75
2090;1.9285714286
2091;1.3
2092;0.86
2093;0.95
2094;0.95
2095;1.7276785714
2096;2.0340425532
2097;2.3404761905
2098;2.7180555556
2099;3.0961538462
2100;3.2214285714
2101;3.6
2102;5.1
2103;5.97
2104;14.48
2105;13.1
2106;11.78
2107;6.8384615385
2108;7.9875
2109;7.025
2110;5.9714285714
2111;5.6233333333
2112;5.9710526316
2113;5.7952380952
2114;6.725
2115;7.2197368421
2116;7.55
2117;8.4043478261
2118;9.0893939394
2119;9.6276785714
2120;10.1801724138
2121;10.5482758621
2122;12.88
2123;11.812
2124;12.167816092
2125;12.5239583333
2126;17.8101123596
2127;18.0559139785
2128;23.6399082569
2129;18.06
2130;17.8
2131;30.25
2132;32
2133;33.2801282051
2134;33.62
2135;32.9401515152
2136;30.6
2137;29.55
2138;26.76
2139;23.4666666667
2140;20
2141;19.8
2142;41.46
2143;17.8
2144;17.65
2145;14.6666666667
2146;14.2
2147;13.875
2148;13.725
2149;12.7
2150;3.08
2151;11.1
2152;10.35
2153;8.075
2154;5.325
2155;4.2
2156;3.65
2157;3.38
2158;3.25
2159;3.65
2160;4.3375
2161;3.925
2162;3.2333333333
2163;2.875
2164;2.425
2165;2.2
2166;1.95
2167;1.8
2168;1.8
2169;1.6333333333
2170;1.6333333333
2171;3.925
2172;2.3166666667
2173;5.615
2174;3.1
2175;3.1
2176;3.2428571429
2177;3.9285714286
2178;3.1
2179;2.425
2180;2.42
2181;2.1928571429
2182;1.9666666667
2183;1.8
2184;1.65
2185;1.54
2186;1.5416666667
2187;1.54
2188;1.72
2189;1.7125
2190;1.5416666667
2191;1.4571428571
2192;1.46
2193;1.2833333333
2194;2.425
2195;5.6166666667
2196;4.48
2197;2.42
2198;3.1
2199;2.5375
2200;2.31
2201;1.9666666667
2202;1.7125
2203;1.625
2204;1.55
2205;1.54
2206;1.55
2207;1.55
2208;1.55
2209;1.55
2210;1.45
2211;1.2875
2212;1.2833333333
2213;1.46
2214;1.2916666667
2215;1.21
2216;1.1166666667
2217;1.1166666667
2218;1.05
2219;0.9875
2220;0.9916666667
2221;0.99
2222;0.925
2223;0.925
2224;0.7916666667
2225;0.6666666667
2226;0.6
2227;0.7125
2228;0.71
2229;0.7
2230;0.7166666667
2231;0.675
2232;0.65
2233;0.6333333333
2234;0.675
2235;0.625
2236;0.65
2237;0.625
2238;0.625
2239;0.65
2240;0.65
2241;0.65
2242;0.6333333333
2243;0.6
2244;0.6
2245;0.625
2246;0.6
2247;0.6
2248;0.625
2249;0.625
2250;0.65
2251;0.6
2252;0.6
2253;0.6
2254;0.6
2255;0.6
2256;0.6
2257;0.55
2258;0.55
2259;0.65
2260;0.625
2261;0.625
2262;0.6
2263;0.6
2264;0.6
2265;0.6
2266;0.29
2267;0.6
2268;0.6
2269;0.575
2270;0.6
2271;0.6
2272;0.56
2273;0.55
2274;0.575
2275;0.5666666667
2276;0.575
2277;0.55
2278;0.56
2279;0.56
2280;0.56
2281;0.56
2282;0.6
2283;0.6
2284;0.675
2285;0.6722222222
2286;0.6292682927
2287;0.5979166667
2288;0.5642857143
2289;0.56
2290;0.56
2291;0.56
2292;0.65
2293;0.6
2294;0.65
2295;0.65
2296;0.625
2297;0.63125
2298;0.6285714286
2299;0.625
2300;0.6333333333
2301;0.625
2302;0.625
2303;0.6333333333
2304;0.6333333333
2305;0.6333333333
2306;0.625
2307;0.625
2308;0.625
2309;0.67
2310;0.625
2311;0.675
2312;0.67
2313;0.6666666667
2314;0.7
2315;1.95
2316;0.75
2317;0.75
2318;0.65
2319;0.72
2320;0.93
2321;0.7
2322;0.7
2323;0.72
2324;0.65
2325;0.65
2326;0.65
2327;0.65
2328;0.6
2329;0.65
2330;0.65
2331;0.65
2332;0.65
2333;0.65
2334;0.65
2335;0.6666666667
2336;0.675
2337;0.6666666667
2338;0.675
2339;0.65
2340;0.6
2341;0.6333333333
2342;0.625
2343;0.625
2344;0.65
2345;0.75
2346;0.8
2347;0.825
2348;0.8
2349;2.35
2350;2.3470588235
2351;1.7
2352;1.7
2353;2.1857142857
2354;1.7
2355;1.7875
2356;2.26875
2357;1.3333333333
2358;1.1666666667
2359;0.925
2360;0.8833333333
2361;0.8333333333
2362;0.8
2363;0.75
2364;0.7
2365;0.7166666667
2366;0.7
2367;0.7
2368;0.7
2369;0.65
2370;0.625
2371;0.6333333333
2372;0.35
2373;0.625
2374;0.63
2375;0.625
2376;0.625
2377;0.5
2378;0.28
2379;0.63
2380;0.45
2381;0.45
2382;0.65
2383;0.6305555556
2384;0.625
2385;0.35
2386;0.6
2387;0.55
2388;0.525
2389;0.525
2390;0.55
2391;0.55
2392;0.625
2393;0.65
2394;0.625
2395;0.8
2396;0.65
2397;0.625
2398;0.55
2399;0.55
2400;0.575
2401;0.55
2402;0.75
2403;11.6800353357
2404;7.3283018868
2405;6.5383928571
2406;3.6922413793
2407;1.3192307692
2408;0.4976744186
2409;1.0240107914
2410;0.9611111111
2411;0.3947368421
2412;0.3941176471
2413;0.425
2414;0.28
2415;0.43
2416;0.45
2417;0.43
2418;0.4275
2419;0.425
2420;0.4625
2421;0.4615384615
2422;0.425
2423;0.425
2424;0.425
2425;0.3928571429
2426;0.43
2427;0.425
2428;0.4285714286
2429;0.3233333333
2430;0.2875
2431;0.2875
2432;0.2916666667
2433;0.2875
2434;0.2863636364
2435;0.2863636364
2436;0.2888888889
2437;0.2863636364
2438;0.2857142857
2439;0.2868421053
2440;0.3227272727
2441;0.3225
2442;0.3239130435
2443;0.3227272727
2444;0.3233333333
2445;0.3233333333
2446;0.2868421053
2447;0.2885714286
2448;2.875
2449;0.3222222222
2450;0.2888888889
2451;0.2833333333
2452;0.35
2453;0.3625
2454;0.3580092593
2455;4.5379960317
2456;4.1150232558
2457;0.633030303
2458;4.5380733945
2459;3.5510638298
2460;2.69
2461;0.5
2462;0.5
2463;0.4625
2464;0.3214285714
2465;0.3928571429
2466;0.53125
2467;0.7
2468;0.5357142857
2469;0.5
2470;0.5357142857
2471;0.5333333333
2472;0.425
2473;8.3240356083
2474;6.7640532544
2475;5.06
2476;3.392
2477;1.0444444444
2478;0.99
2479;0.875
2480;0.875
2481;0.8833333333
2482;0.9357142857
2483;1.1028571429
2484;1.38125
2485;1.2125
2486;1.6
2487;1.3333333333
2488;1.275
2489;1.1
2490;1.1
2491;1.05
2492;1.05
2493;1.05
2494;1.05
2495;1.2714285714
2496;1.59
2497;2.975
2498;2.5833333333
2499;2.4
2500;2.2
2501;1.825
2502;1.75
2503;1.6
2504;1.4333333333
2505;1.3833333333
2506;1.3875
2507;1.325
2508;1.2125
2509;1.1625
2510;1.1
2511;1.1
2512;1.1
2513;1.05
2514;0.9375
2515;0.875
2516;0.8833333333
2517;0.9375
2518;0.88
2519;0.875
2520;0.9375
2521;0.9333333333
2522;0.9833333333
2523;0.8833333333
2524;0.875
2525;0.8833333333
2526;0.875
2527;0.8833333333
2528;0.8125
2529;0.74
2530;0.68
2531;0.61
2532;0.61
2533;0.6071428571
2534;0.6076923077
2535;0.54
2536;0.8795180723
2537;0.7416666667
2538;0.6055555556
2539;0.6090909091
2540;0.8777777778
2541;0.8777777778
2542;0.8166666667
2543;0.8090909091
2544;0.81
2545;0.6071428571
2546;0.675
2547;0.6125
2548;0.6071428571
2549;0.6090909091
2550;0.6083333333
2551;0.61
2552;0.5416666667
2553;0.5357142857
2554;0.6076923077
2555;0.6083333333
2556;0.61
2557;0.60625
2558;0.6071428571
2559;0.5375
2560;0.60625
2561;0.6071428571
2562;0.6
2563;0.6
2564;0.6125
2565;1.27
2566;1.275
2567;1.2714285714
2568;1.2181818182
2569;1.2125
2570;1.275
2571;1.3277777778
2572;1.2161764706
2573;1.1571428571
2574;1.325
2575;1.1625
2576;1.27
2577;1.2125
2578;0.34
2579;0.47
2580;0.4
2581;0.336
2582;0.2676470588
2583;0.2681818182
2584;0.405
2585;0.4027777778
2586;0.4022727273
2587;0.4033333333
2588;0.4038461538
2589;0.4
2590;0.405
2591;0.4035714286
2592;0.4
2593;0.4
2594;0.4
2595;0.4026315789
2596;0.4
2597;0.4038461538
2598;0.4023809524
2599;0.4034883721
2600;0.403125
2601;0.4035714286
2602;0.4034090909
2603;0.4027777778
2604;0.4034482759
2605;0.4036363636
2606;0.4038461538
2607;0.4023809524
2608;0.403125
2609;0.4020833333
2610;0.403030303
2611;0.4
2612;0.4
2613;0.4
2614;0.4
2615;0.47
2616;0.47
2617;0.47
2618;0.4708333333
2619;0.4733333333
2620;0.4666666667
2621;0.54
2622;0.54
2623;0.54
2624;0.5375
2625;0.54
2626;0.5375
2627;0.35
2628;0.35
2629;0.35
2630;0.35
2631;0.35
2632;0.375
2633;0.375
2634;0.4
2635;0.4
2636;0.425
2637;0.4
2638;0.4
2639;0.4
2640;0.3727272727
2641;0.4
2642;0.3742857143
2643;0.375
2644;0.375
2645;0.4303571429
2646;1.0893442623
2647;2.4066666667
2648;0.5470588235
2649;0.4291666667
2650;0.43125
2651;0.43
2652;0.4291666667
2653;0.4016666667
2654;0.4022727273
2655;0.4015625
2656;0.4018518519
2657;0.4
2658;0.4
2659;0.55
2660;0.4333333333
2661;0.4333333333
2662;0.4
2663;0.4
2664;0.425
2665;0.4
2666;0.4
2667;0.375
2668;0.4
2669;0.4
2670;0.4
2671;0.4
2672;0.4
2673;0.72
2674;0.4
2675;0.43
2676;0.425
2677;0.425
2678;0.4333333333
2679;0.4333333333
2680;0.4857142857
2681;0.4333333333
2682;0.4333333333
2683;0.425
2684;0.55
2685;0.4833333333
2686;0.5
2687;0.6
2688;0.55
2689;0.55
2690;0.4833333333
2691;0.4833333333
2692;0.4333333333
2693;0.4
2694;0.4833333333
2695;0.5
2696;0.425
2697;0.4333333333
2698;1.0125
2699;0.78
2700;0.8375
2701;0.7166666667
2702;0.6
2703;0.6
2704;0.6
2705;0.5
2706;0.35
2707;0.375
2708;0.375
2709;0.35
2710;0.35
2711;0.35
2712;0.325
2713;0.25
2714;0.3166666667
2715;0.35
2716;0.3166666667
2717;0.35
2718;0.3738636364
2719;0.6636363636
2720;0.4916666667
2721;0.4018867925
2722;0.5454545455
2723;0.4318181818
2724;0.4022727273
2725;0.4285714286
2726;0.4285714286
2727;0.4289473684
2728;0.4291666667
2729;0.4305555556
2730;0.375
2731;0.37
2732;0.3724137931
2733;0.4875
2734;0.4305555556
2735;1.0889833941
2736;1.0889858233
2737;1.01
2738;0.9519880716
2739;0.894013683
2740;0.8360204082
2741;0.7199481865
2742;0.4023809524
2743;0.3461538462
2744;0.3166666667
2745;0.3175
2746;0.344
2747;0.3166666667
2748;0.3176470588
2749;0.3461538462
2750;0.2875
2751;0.2590909091
2752;0.3454545455
2753;0.3178571429
2754;0.29
2755;0.2888888889
2756;0.2880952381
2757;0.2890625
2758;0.2613636364
2759;0.2611111111
2760;0.2333333333
2761;0.147826087
2762;0.2047619048
2763;0.175
2764;0.2052631579
2765;0.2340909091
2766;0.2041666667
2767;0.1769230769
2768;0.2041666667
2769;0.1480769231
2770;0.1714285714
2771;0.2
2772;0.1714285714
2773;0.1833333333
2774;0.175
2775;0.37
2776;0.2052631579
2777;0.26
2778;0.2322580645
2779;0.232
2780;0.2333333333
2781;0.2322580645
2782;0.2034482759
2783;0.1763157895
2784;0.23125
2785;0.2326923077
2786;0.2321428571
2787;0.2041666667
2788;0.2326086957
2789;1.1680412371
2790;1.01
2791;0.9520238095
2792;0.8940353461
2793;0.8939807384
2794;0.7200339559
2795;0.662033195
2796;0.4879120879
2797;0.345049505
2798;0.3166666667
2799;0.2330508475
2800;0.2321428571
2801;0.2327586207
2802;0.2035714286
2803;0.2323529412
2804;0.2045454545
2805;0.203125
2806;0.2333333333
2807;0.2055555556
2808;0.8359800363
2809;0.7200136612
2810;0.7199748744
2811;0.6620232172
2812;0.5460031348
2813;0.4300643087
2814;0.374
2815;0.345049505
2816;0.2888888889
2817;0.2890625
2818;0.2888888889
2819;0.3157894737
2820;0.2875
2821;0.2346153846
2822;0.2333333333
2823;0.2318181818
2824;0.26
2825;0.23
2826;0.2333333333
2827;0.8939554613
2828;0.8359953704
2829;0.8359722222
2830;0.7199335548
2831;0.6619517544
2832;0.4020376176
2833;0.345
2834;0.3445945946
2835;0.2875
2836;0.2625
2837;0.2869565217
2838;0.23
2839;0.2321428571
2840;0.3
2841;0.3458333333
2842;0.3461538462
2843;0.4
2844;0.3722222222
2845;0.4846153846
2846;1.169047619
2847;2.0022727273
2848;3.1547297297
2849;3.0401197605
2850;3.1549488055
2851;3.0400662252
2852;2.8098591549
2853;2.81
2854;2.6078947368
2855;7.92
2856;4.4552
2857;3.9600961538
2858;3.6631016043
2859;3.4650246305
2860;3.1680124224
2861;2.9700787402
2862;2.7939393939
2863;2.5301136364
2864;2.2658536585
2865;2.0898989899
2866;2.0902173913
2867;1.9556818182
2868;1.8886363636
2869;1.7548387097
2870;1.6879518072
2871;1.6166666667
2872;0.936
2873;0.725
2874;0.61
2875;0.5375
2876;0.5
2877;0.4666666667
2878;0.4
2879;0.4333333333
2880;0.4666666667
2881;0.5375
2882;0.49
2883;0.45
2884;0.46
2885;0.4614285714
2886;0.4935483871
2887;0.46
2888;0.46
2889;0.4611111111
2890;0.4605263158
2891;0.4280701754
2892;0.4619047619
2893;0.4614583333
2894;0.61
2895;0.49375
2896;0.4933333333
2897;0.4954545455
2898;0.4590909091
2899;0.5352941176
2900;0.646875
2901;0.6869565217
2902;0.6857142857
2903;0.6875
2904;0.6868421053
2905;1.2577777778
2906;1.2579545455
2907;1.3120967742
2908;1.3666666667
2909;1.3657894737
2910;1.3655172414
2911;1.2579545455
2912;1.0963414634
2913;1.0414634146
2914;1.0958333333
2915;1.6875
2916;2.0236111111
2917;2.0895348837
2918;2.26625
2919;2.3534883721
2920;2.3546875
2921;2.4421052632
2922;2.4423423423
2923;2.529787234
2924;1.4866666667
2925;1.15
2926;1.0375
2927;0.9333333333
2928;0.8
2929;0.7333333333
2930;0.6857142857
2931;0.6166666667
2932;0.6125
2933;0.5708333333
2934;0.6166666667
2935;0.57
2936;0.5333333333
2937;0.5
2938;0.5
2939;0.5333333333
2940;0.5
2941;0.49
2942;0.4625
2943;0.42
2944;0.395
2945;0.4
2946;0.4625
2947;0.425
2948;0.4
2949;0.4
2950;0.3666666667
2951;0.4
2952;0.35
2953;0.5666666667
2954;0.4666666667
2955;0.4636363636
2956;0.4333333333
2957;0.57
2958;0.4666666667
2959;0.4636363636
2960;0.4
2961;0.3642857143
2962;0.3928571429
2963;0.3294117647
2964;0.3617647059
2965;0.2975
2966;0.2971153846
2967;0.33125
2968;0.2631578947
2969;0.2961538462
2970;0.3620689655
2971;0.53125
2972;0.3625
2973;0.3916666667
2974;0.3666666667
2975;0.6479166667
2976;0.4611111111
2977;0.57125
2978;1.8857142857
2979;0.6884615385
2980;0.53
2981;0.5375
2982;0.49
2983;0.4642857143
2984;0.425
2985;0.425
2986;0.3928571429
2987;0.36
2988;0.33
2989;0.36
2990;0.3333333333
2991;0.35
2992;0.3625
2993;0.2666666667
2994;0.2666666667
2995;0.2625
2996;0.325
2997;0.2967532468
2998;0.225
2999;0.225
3000;0.264
3001;0.2666666667
3002;0.2
3003;0.1666666667
3004;0.2307692308
3005;0.2
3006;0.2
3007;0.2625
3008;0.2666666667
3009;0.225
3010;0.2
3011;0.2333333333
3012;0.225
3013;0.225
3014;0.225
3015;0.3
3016;0.1666666667
3017;0.1666666667
3018;0.1666666667
3019;0.43
3020;0.1666666667
3021;0.2
3022;0.2
3023;0.1666666667
3024;0.1636363636
3025;0.1653846154
3026;0.1625
3027;0.1625
3028;0.1375
3029;0.16
3030;0.1375
3031;0.2
3032;0.2
3033;0.1625
3034;0.2
3035;0.1666666667
3036;0.2
3037;0.2
3038;0.1653846154
3039;0.1416666667
3040;0.8409375
3041;0.6868644068
3042;0.5328571429
3043;0.296875
3044;0.2965909091
3045;0.2638888889
3046;0.264084507
3047;0.2301886792
3048;0.1649253731
3049;0.1653846154
3050;0.1666666667
3051;0.1642857143
3052;0.1642857143
3053;0.165625
3054;0.1972222222
3055;0.2
3056;0.296875
3057;0.2975
3058;0.2642857143
3059;0.2975
3060;0.2642857143
3061;0.2642857143
3062;0.2666666667
3063;0.23125
3064;0.2297297297
3065;0.23
3066;0.196875
3067;0.2
3068;0.2
3069;0.3
3070;0.1375
3071;0.1428571429
3072;0.1666666667
3073;0.24
3074;0.2
3075;0.1642857143
3076;0.2
3077;0.1642857143
3078;0.2
3079;0.2653846154
3080;0.16
3081;0.23
3082;0.23
3083;0.26
3084;0.2625
3085;0.2333333333
3086;0.2642857143
3087;0.3
3088;0.39375
3089;0.3625
3090;0.9
3091;1.0928571429
3092;1.0431818182
3093;2.2346774194
3094;2.9020912548
3095;2.5698757764
3096;2.2349358974
3097;2.235106383
3098;2.2350877193
3099;2.5700170358
3100;4.6300275482
3101;17.7479978355
3102;15.8799916107
3103;15.1760043042
3104;15.1760168303
3105;8.1399707174
3106;7.1
3107;6.6060229446
3108;6.1120260022
3109;5.123964497
3110;3.5229783037
3111;2.57
3112;2.1011764706
3113;1.5882758621
3114;0.7712121212
3115;0.6850746269
3116;0.5990740741
3117;0.3833333333
3118;0.3
3119;0.385
3120;0.34375
3121;1.796036036
3122;5.6179898649
3123;1.7959863946
3124;1.536040146
3125;1.64
3126;1.3799618321
3127;1.1879844961
3128;1.0439285714
3129;0.9957894737
3130;0.9
3131;0.8140410959
3132;0.7711678832
3133;0.728125
3134;0.47
3135;0.3833333333
3136;0.3833333333
3137;0.3846153846
3138;0.3857142857
3139;0.3875
3140;1.0922222222
3141;2.1676470588
3142;1.7956140351
3143;1.5884615385
3144;1.38
3145;1.1880208333
3146;1.0441025641
3147;0.9960591133
3148;0.995959596
3149;0.5126865672
3150;0.4697368421
3151;0.4270833333
3152;0.4277777778
3153;0.425
3154;0.43
3155;0.3823529412
3156;0.3857142857
3157;0.39
3158;0.3
3159;0.3
3160;0.34
3161;1.7954545455
3162;1.588172043
3163;1.3323529412
3164;1.2357142857
3165;1.1404255319
3166;0.9956521739
3167;0.9956521739
3168;0.814
3169;0.7710526316
3170;0.6840909091
3171;0.6833333333
3172;0.8125
3173;0.9
3174;0.8142857143
3175;1.8484375
3176;1.6913043478
3177;1.5881818182
3178;1.2351851852
3179;1.14
3180;1.0920863309
3181;2.3029411765
3182;2.3689393939
3183;2.3688679245
3184;2.37
3185;5.1239884393
3186;5.1238993711
3187;4.2609756098
3188;3.0677966102
3189;2.7359649123
3190;2.3691176471
3191;2.0333333333
3192;2.1685714286
3193;2.81875
3194;2.736
3195;2.6520833333
3196;2.6527027027
3197;2.6537037037
3198;2.502173913
3199;2.3692307692
3200;2.3019230769
3201;2.302173913
3202;2.1714285714
3203;2.1
3204;1.69
3205;1.6933333333
3206;1.6416666667
3207;1.6428571429
3208;1.1846153846
3209;0.9
3210;0.775
3211;0.64
3212;0.68
3213;0.64375
3214;0.5571428571
3215;0.6
3216;0.5571428571
3217;0.9964285714
3218;1.0416666667
3219;2.1
3220;2.1
3221;2.1
3222;2.2357142857
3223;2.2342857143
3224;2.2347222222
3225;2.2347222222
3226;2.81875
3227;3.3166666667
3228;3.4
3229;5.1244186047
3230;5.1244444444
3231;5.1243055556
3232;5.1243589744
3233;5.8657142857
3234;6.1123076923
3235;6.1117647059
3236;6.1133333333
3237;6.1114285714
3238;6.1111111111
3239;6.1131578947
3240;6.1125
3241;5.8642857143
3242;4.3846153846
3243;4.26
3244;4.1365079365
3245;4.0142857143
3246;4.0137931034
3247;3.89375
3248;3.7682539683
3249;3.76875
3250;3.7708333333
3251;3.4
3252;3.4
3253;3.317
3254;2.985
3255;2.9
3256;2.7333333333
3257;2.7363636364
3258;2.7375
3259;2.7363636364
3260;2.7363636364
3261;2.3666666667
3262;2.3692307692
3263;2.4333333333
3264;2.505
3265;2.57
3266;54.9600409836
3267;50.6
3268;50.44
3269;50.4
3270;50.4
3271;50.5199404762
3272;50.6
3273;50.5600478469
3274;50.5600478469
3275;50.44
3276;42.5
3277;44.65
3278;36.5
3279;37.8799065421
3280;39.26
3281;33.6800884956
3282;34.4697368421
3283;38.4201005025
3284;29.3
3285;29.3
3286;31.9800813008
3287;33.9898496241
3288;35.33
3289;30.4400943396
3290;30.4400943396
3291;25.4796610169
3292;22.86
3293;22.86
3294;23.24
3295;20.2
3296;18.0113636364
3297;17.9367346939
3298;16.1696969697
3299;16.0385714286
3300;14.29375
3301;13.7807692308
3302;12.1375
3303;11.9985507246
3304;11.4357142857
3305;10.1888888889
3306;9.830952381
3307;23.24
3308;9.11875
3309;20.2
3310;8.5821428571
3311;8.225
3312;18.0113636364
3313;17.9367346939
3314;16.1696969697
3315;16.0385714286
3316;14.29375
3317;15.7769230769
3318;12.1375
3319;11.9985507246
3320;11.4357142857
3321;10.1888888889
3322;9.830952381
3323;6.7137931034
3324;9.11875
3325;6.4058823529
3326;8.5821428571
3327;8.225
3328;5.7916666667
3329;5.6666666667
3330;7.8666666667
3331;7.6875
3332;7.025
3333;5.1636363636
3334;6.5607142857
3335;5.1636363636
3336;5.1636363636
3337;4.7916666667
3338;4.4285714286
3339;3.7714285714
3340;4
3341;3.1714285714
3342;3.7714285714
3343;3.4444444444
3344;2.8
3345;3.1714285714
3346;3.08
3347;2.72
3348;2.8
3349;3.1666666667
3350;2.72
3351;2.5285714286
3352;2.619047619
3353;2.72
3354;2.6142857143
3355;2.6142857143
3356;2.6142857143
3357;2.3761904762
3358;2.3
3359;2.0714285714
3360;2.06875
3361;1.9181818182
3362;1.7571428571
3363;1.6916666667
3364;1.5625
3365;1.4285714286
3366;1.425
3367;1.7603448276
3368;3.88
3369;2.9845070423
3370;1.6261904762
3371;1.6261904762
3372;1.7608695652
3373;2.0673913043
3374;6.4059405941
3375;7.6883928571
3376;7.6885057471
3377;7.1756410256
3378;5.9448275862
3379;8.5826923077
3380;7.6886363636
3381;5.1636363636
3382;5.1636363636
3383;4.6651785714
3384;6.405
3385;6.5604166667
3386;7.022
3387;6.71375
3388;5.7891304348
3389;5.4142857143
3390;4.6647058824
3391;4.6647058824
3392;4.4294117647
3393;4.2107142857
3394;3.8785714286
3395;3.44
3396;3.2571428571
3397;2.9833333333
3398;2.9833333333
3399;2.8916666667
3400;2.8045454545
3401;2.7125
3402;2.53
3403;2.375
3404;2.1444444444
3405;2.07
3406;1.91
3407;1.69375
3408;1.5571428571
3409;1.43
3410;1.2227272727
3411;1.0916666667
3412;1.0307692308
3413;1.36
3414;1.1583333333
3415;0.05
3416;1.1538461538
3417;1.0833333333
3418;0.975
3419;0.9666666667
3420;0.9125
3421;0.8
3422;0.7375
3423;0.6833333333
3424;0.6846153846
3425;0.7444444444
3426;0.74
3427;0.6857142857
3428;0.6833333333
3429;0.7416666667
3430;0.6875
3431;0.7375
3432;0.6260869565
3433;0.56875
3434;0.5666666667
3435;0.5090909091
3436;0.5066666667
3437;0.48
3438;0.5142857143
3439;0.4714285714
3440;0.475
3441;0.48
3442;0.48
3443;0.48
3444;0.475
3445;0.475
3446;0.5125
3447;0.475
3448;0.48
3449;4.32
3450;3.6600371747
3451;2.4529739777
3452;1.9909259259
3453;0.740625
3454;0.3705882353
3455;0.4388888889
3456;0.41
3457;0.34
3458;0.3666666667
3459;0.4409090909
3460;0.4066666667
3461;0.3666666667
3462;0.3375
3463;0.34
3464;0.3704545455
3465;0.3714285714
3466;0.369047619
3467;0.9157894737
3468;0.509939759
3469;2.0684210526
3470;1.837037037
3471;1.4933333333
3472;0.9157894737
3473;0.509939759
3474;0.4397905759
3475;0.2666666667
3476;0.3
3477;0.3
3478;0.3
3479;0.3
3480;0.3375
3481;0.3
3482;0.3681818182
3483;0.3
3484;0.3714285714
3485;0.34
3486;0.3
3487;0.3357142857
3488;0.8
3489;0.8
3490;0.5104651163
3491;0.3722222222
3492;0.2625
3493;0.3
3494;0.3
3495;0.3
3496;2.7119852941
3497;2.5299709724
3498;0.8579970105
3499;0.742
3500;0.3
3501;0.2304347826
3502;0.1961538462
3503;0.2285714286
3504;0.195
3505;0.2294117647
3506;0.265
3507;0.2285714286
3508;0.1611111111
3509;0.1954545455
3510;0.2647058824
3511;0.2277777778
3512;0.2666666667
3513;0.2666666667
3514;0.3703703704
3515;0.2642857143
3516;0.1954545455
3517;0.23125
3518;0.2333333333
3519;0.2333333333
3520;0.2642857143
3521;0.3
3522;0.3
3523;0.05
3524;4.25
3525;3
3526;1.5020833333
3527;1.3032258065
3528;0.7043478261
3529;0.904
3530;0.9041237113
3531;0.7076923077
3532;0.904
3533;0.9041237113
3534;1.701875
3535;0.5048913043
3536;0.375862069
3537;0.375
3538;1.1799879445
3539;1.1800100452
3540;0.7931034483
3541;0.7929577465
3542;0.6740740741
3543;0.3642857143
3544;0.3625
3545;0.2894736842
3546;0.3285714286
3547;0.325
3548;0.325
3549;0.29
3550;0.3333333333
3551;0.3
3552;0.3625
3553;0.3285714286
3554;0.36
3555;0.325
3556;0.3653846154
3557;0.3653846154
3558;1.632
3559;1.4785714286
3560;1.63
3561;1.3285714286
3562;0.79375
3563;0.9113207547
3564;1.3285714286
3565;1.0291666667
3566;0.6761904762
3567;1.63
3568;0.79375
3569;0.9112903226
3570;0.7933333333
3571;0.7933333333
3572;0.97
3573;3.7743589744
3574;10.6980769231
3575;10.6980769231
3576;6.8640145985
3577;4.4699134199
3578;2.3859813084
3579;1.03
3580;1.6298913043
3581;1.6298913043
3582;0.8518181818
3583;0.9705882353
3584;0.7932926829
3585;0.7921052632
3586;0.7931372549
3587;0.7931372549
3588;0.7342857143
3589;0.79
3590;0.5
3591;0.4944444444
3592;0.44
3593;0.44
3594;0.4375
3595;0.44
3596;0.4416666667
